transcript_id	Annotation_uniprot
P3503_129_TRINITY_DN33164_c0_g1_i1	
P3503_129_TRINITY_DN3540_c0_g2_i1	
P3503_106_TRINITY_DN8329_c0_g2_i1	Q91399
P3503_125_TRINITY_DN20793_c0_g2_i1	
P3503_119_TRINITY_DN4544_c0_g1_i1	
P3503_130_TRINITY_DN29991_c0_g1_i1	
P3503_109_TRINITY_DN20020_c0_g1_i2	P23467
P3503_109_TRINITY_DN20020_c0_g1_i1	B2RU80
P3503_109_TRINITY_DN20570_c5_g4_i2	
P3503_125_TRINITY_DN24185_c0_g1_i1	
P3503_120_TRINITY_DN21279_c1_g5_i1	
P3503_111_TRINITY_DN28508_c0_g1_i1	Q6DKE2
P3503_115_TRINITY_DN16846_c2_g1_i1	Q9CUX1
P3503_114_TRINITY_DN264_c0_g1_i1	
P3503_129_TRINITY_DN22186_c4_g1_i1	
P3503_119_TRINITY_DN23286_c0_g3_i18	Q09666
P3503_106_TRINITY_DN21592_c10_g1_i1	
P3503_102_TRINITY_DN6589_c0_g1_i1	P51641
P3503_125_TRINITY_DN26808_c0_g1_i1	
P3503_115_TRINITY_DN22992_c0_g1_i1	
P3503_103_TRINITY_DN35459_c0_g1_i1	
P3503_106_TRINITY_DN22541_c0_g1_i1	Q96HP0
P3503_125_TRINITY_DN41689_c0_g1_i1	
P3503_133_TRINITY_DN25059_c0_g1_i1	
P3503_121_TRINITY_DN25464_c0_g1_i1	
P3503_118_TRINITY_DN16460_c1_g1_i1	A2AAE1
P3503_117_TRINITY_DN11477_c0_g1_i1	
P3503_119_TRINITY_DN21229_c3_g1_i1	
P3503_132_TRINITY_DN21185_c0_g1_i1	Q8BRK9
P3503_123_TRINITY_DN20844_c0_g3_i1	Q90YC0
P3503_115_TRINITY_DN35862_c0_g1_i1	O35464
P3503_108_TRINITY_DN6644_c0_g1_i1	Q2HJH1
P3503_131_TRINITY_DN35903_c0_g1_i1	
P3503_119_TRINITY_DN38726_c0_g1_i1	
P3503_102_TRINITY_DN11238_c1_g1_i1	
P3503_117_TRINITY_DN32785_c0_g1_i1	Q5FVC7
P3503_113_TRINITY_DN20927_c5_g1_i1	
P3503_119_TRINITY_DN15748_c1_g1_i1	
P3503_120_TRINITY_DN35962_c0_g1_i1	Q7Z7M1
P3503_103_TRINITY_DN19542_c0_g1_i1	Q6NW29
P3503_102_TRINITY_DN18227_c0_g2_i1	Q9Y4X4
P3503_106_TRINITY_DN20111_c0_g1_i2	Q2TBM7
P3503_103_TRINITY_DN28068_c0_g1_i1	
P3503_132_TRINITY_DN30936_c0_g1_i1	
P3503_132_TRINITY_DN23116_c2_g6_i1	
P3503_131_TRINITY_DN12527_c0_g1_i1	Q3U898
P3503_106_TRINITY_DN39397_c0_g1_i1	
P3503_125_TRINITY_DN29886_c0_g1_i1	Q5DRA3
P3503_125_TRINITY_DN39081_c0_g1_i1	P22124
P3503_111_TRINITY_DN15086_c0_g1_i1	
P3503_114_TRINITY_DN1439_c0_g1_i1	
P3503_129_TRINITY_DN20343_c0_g1_i2	Q4V8V1
P3503_103_TRINITY_DN21483_c4_g8_i3	
P3503_129_TRINITY_DN20343_c0_g1_i1	Q4V8V1
P3503_129_TRINITY_DN16455_c1_g1_i1	P59015
P3503_125_TRINITY_DN16987_c0_g1_i1	Q8BLS7
P3503_118_TRINITY_DN22180_c0_g3_i5	P81018
P3503_114_TRINITY_DN3194_c0_g1_i1	
P3503_115_TRINITY_DN6750_c0_g1_i1	A3KMI0
P3503_111_TRINITY_DN31028_c0_g1_i1	O15054
P3503_120_TRINITY_DN21212_c3_g3_i1	
P3503_109_TRINITY_DN20542_c2_g2_i4	Q3ZCK3
P3503_109_TRINITY_DN20542_c2_g2_i5	
P3503_109_TRINITY_DN20542_c2_g2_i3	Q3ZCK3
P3503_111_TRINITY_DN21359_c0_g2_i1	
P3503_103_TRINITY_DN21309_c0_g2_i1	
P3503_129_TRINITY_DN30849_c0_g1_i1	
P3503_129_TRINITY_DN21186_c1_g1_i2	
P3503_119_TRINITY_DN21953_c0_g1_i9	
P3503_117_TRINITY_DN20614_c1_g2_i1	
P3503_121_TRINITY_DN22397_c0_g1_i1	Q9H609
P3503_119_TRINITY_DN7809_c0_g1_i1	
P3503_108_TRINITY_DN1721_c0_g1_i1	
P3503_131_TRINITY_DN14243_c0_g1_i1	
P3503_119_TRINITY_DN23367_c0_g1_i1	Q71F56
P3503_121_TRINITY_DN21053_c2_g1_i1	
P3503_131_TRINITY_DN8359_c1_g1_i1	
P3503_120_TRINITY_DN19959_c0_g1_i1	Q92844
P3503_130_TRINITY_DN21972_c2_g2_i1	
P3503_115_TRINITY_DN25569_c0_g1_i1	
P3503_123_TRINITY_DN19102_c0_g1_i1	P27274
P3503_103_TRINITY_DN12150_c0_g1_i1	
P3503_130_TRINITY_DN22267_c1_g1_i2	
P3503_115_TRINITY_DN30345_c0_g1_i1	Q9R0L6
P3503_114_TRINITY_DN20446_c0_g1_i2	
P3503_109_TRINITY_DN3271_c0_g1_i1	Q8IWT6
P3503_108_TRINITY_DN12289_c0_g2_i1	Q66HB3
P3503_133_TRINITY_DN22535_c0_g1_i1	Q5R8Y6
P3503_132_TRINITY_DN22109_c0_g1_i1	Q91398
P3503_123_TRINITY_DN18309_c0_g1_i1	
P3503_130_TRINITY_DN22267_c1_g1_i1	
P3503_106_TRINITY_DN34336_c0_g1_i1	
P3503_120_TRINITY_DN15742_c0_g1_i1	Q32L67
P3503_121_TRINITY_DN15459_c0_g1_i1	Q5ZKZ4
P3503_108_TRINITY_DN18796_c0_g1_i1	Q6PD83
P3503_131_TRINITY_DN6653_c1_g1_i1	
P3503_118_TRINITY_DN22027_c7_g8_i1	
P3503_118_TRINITY_DN12494_c0_g1_i1	Q6P121
P3503_125_TRINITY_DN18580_c0_g1_i1	Q5U2V5
P3503_108_TRINITY_DN28032_c0_g1_i1	Q5R9B3
P3503_130_TRINITY_DN8608_c0_g1_i1	
P3503_101_TRINITY_DN20828_c15_g1_i1	P62243
P3503_106_TRINITY_DN13277_c0_g1_i1	
P3503_114_TRINITY_DN37531_c0_g1_i1	
P3503_109_TRINITY_DN20524_c6_g1_i1	
P3503_118_TRINITY_DN26582_c0_g1_i1	O08832
P3503_117_TRINITY_DN17921_c0_g1_i2	Q7TPQ9
P3503_117_TRINITY_DN17921_c0_g1_i1	Q0VCA2
P3503_106_TRINITY_DN20483_c1_g1_i1	Q96C24
P3503_119_TRINITY_DN23054_c9_g1_i1	
P3503_131_TRINITY_DN28333_c0_g1_i1	
P3503_133_TRINITY_DN28907_c0_g1_i1	Q8CHI8
P3503_114_TRINITY_DN21633_c5_g3_i1	
P3503_105_TRINITY_DN2634_c0_g2_i1	P78410
P3503_109_TRINITY_DN19654_c1_g2_i1	P15999
P3503_109_TRINITY_DN14414_c0_g1_i1	Q80VP1
P3503_125_TRINITY_DN21833_c1_g2_i1	P06213
P3503_121_TRINITY_DN21225_c4_g1_i2	O54794
P3503_131_TRINITY_DN6307_c0_g1_i1	O75157
P3503_111_TRINITY_DN22591_c0_g3_i1	Q32KV6
P3503_125_TRINITY_DN33077_c0_g1_i1	
P3503_129_TRINITY_DN10120_c0_g1_i1	
P3503_109_TRINITY_DN1233_c0_g1_i1	
P3503_103_TRINITY_DN19579_c0_g1_i1	P00519
P3503_125_TRINITY_DN6853_c0_g1_i1	Q924A2
P3503_106_TRINITY_DN35280_c0_g1_i1	
P3503_119_TRINITY_DN24762_c0_g1_i1	Q9JM52
P3503_106_TRINITY_DN10491_c0_g2_i1	O00534
P3503_120_TRINITY_DN3218_c0_g1_i1	
P3503_132_TRINITY_DN14012_c0_g2_i1	
P3503_121_TRINITY_DN116_c0_g1_i1	O15525
P3503_132_TRINITY_DN37680_c0_g1_i1	
P3503_130_TRINITY_DN28699_c0_g1_i1	
P3503_125_TRINITY_DN36528_c0_g1_i1	
P3503_111_TRINITY_DN21810_c0_g2_i1	
P3503_109_TRINITY_DN21737_c0_g1_i1	
P3503_114_TRINITY_DN21606_c6_g16_i2	
P3503_108_TRINITY_DN19571_c0_g3_i1	P33703
P3503_123_TRINITY_DN34753_c0_g1_i1	F8W2M1
P3503_132_TRINITY_DN22333_c0_g2_i3	O95045
P3503_102_TRINITY_DN19408_c0_g2_i3	Q6GMG8
P3503_106_TRINITY_DN19934_c0_g1_i1	
P3503_129_TRINITY_DN308_c0_g1_i1	Q5F3J5
P3503_106_TRINITY_DN20420_c0_g1_i1	Q13362
P3503_115_TRINITY_DN15543_c0_g1_i1	Q9Y2Y1
P3503_106_TRINITY_DN7759_c0_g1_i1	Q6ULP2
P3503_111_TRINITY_DN23869_c0_g1_i1	
P3503_121_TRINITY_DN60_c0_g1_i1	P51122
P3503_108_TRINITY_DN28033_c0_g1_i1	
P3503_129_TRINITY_DN15881_c0_g1_i1	
P3503_125_TRINITY_DN6885_c0_g1_i1	P79749
P3503_117_TRINITY_DN30620_c0_g1_i1	
P3503_119_TRINITY_DN11578_c0_g1_i1	
P3503_102_TRINITY_DN19784_c0_g7_i1	
P3503_106_TRINITY_DN16693_c1_g1_i1	Q3V6T2
P3503_113_TRINITY_DN8072_c0_g1_i1	
P3503_129_TRINITY_DN28135_c0_g1_i1	
P3503_114_TRINITY_DN21266_c4_g1_i4	Q15119
P3503_108_TRINITY_DN33484_c0_g1_i1	
P3503_103_TRINITY_DN13414_c0_g1_i2	O15155
P3503_114_TRINITY_DN21266_c4_g1_i3	Q15119
P3503_129_TRINITY_DN18762_c0_g1_i1	Q8K3K9
P3503_130_TRINITY_DN24897_c0_g1_i1	
P3503_106_TRINITY_DN16822_c1_g1_i1	
P3503_119_TRINITY_DN35680_c0_g1_i1	
P3503_125_TRINITY_DN31092_c0_g1_i1	
P3503_106_TRINITY_DN28430_c0_g1_i1	Q8BHG3
P3503_106_TRINITY_DN4245_c0_g1_i1	P55201
P3503_120_TRINITY_DN2559_c0_g1_i1	
P3503_119_TRINITY_DN16665_c0_g1_i1	
P3503_123_TRINITY_DN25246_c0_g1_i1	Q7SIB2
P3503_106_TRINITY_DN21689_c5_g4_i2	
P3503_113_TRINITY_DN18868_c0_g1_i2	Q5E9N4
P3503_114_TRINITY_DN20926_c0_g1_i3	Q61830
P3503_130_TRINITY_DN39874_c0_g1_i1	Q96RT8
P3503_129_TRINITY_DN21190_c1_g2_i1	
P3503_132_TRINITY_DN31276_c0_g1_i1	
P3503_119_TRINITY_DN36161_c0_g1_i1	Q6UXH9
P3503_121_TRINITY_DN21117_c0_g1_i4	
P3503_130_TRINITY_DN10367_c0_g2_i1	
P3503_123_TRINITY_DN16492_c1_g1_i1	
P3503_109_TRINITY_DN31407_c0_g1_i1	Q8JFV4
P3503_109_TRINITY_DN26268_c0_g1_i1	
P3503_103_TRINITY_DN32697_c0_g1_i1	
P3503_109_TRINITY_DN17937_c0_g1_i1	Q6RUV5
P3503_131_TRINITY_DN37520_c0_g1_i1	
P3503_130_TRINITY_DN2602_c0_g1_i1	Q66II5
P3503_103_TRINITY_DN5821_c0_g1_i1	
P3503_131_TRINITY_DN29628_c0_g1_i1	Q8R4Y8
P3503_125_TRINITY_DN40966_c0_g1_i1	
P3503_129_TRINITY_DN26779_c0_g1_i1	
P3503_102_TRINITY_DN16601_c1_g1_i1	Q16880
P3503_132_TRINITY_DN22808_c6_g1_i2	Q8JFP1
P3503_114_TRINITY_DN28184_c0_g1_i1	
P3503_123_TRINITY_DN27864_c0_g1_i1	B6RSP1
P3503_118_TRINITY_DN29231_c0_g1_i1	Q6DG22
P3503_120_TRINITY_DN36512_c0_g1_i1	
P3503_125_TRINITY_DN6700_c1_g1_i1	Q7SYD9
P3503_114_TRINITY_DN21730_c1_g2_i1	
P3503_109_TRINITY_DN34712_c0_g1_i1	Q6L8Q7
P3503_106_TRINITY_DN21762_c1_g4_i2	Q5XNR9
P3503_121_TRINITY_DN1633_c1_g1_i1	
P3503_109_TRINITY_DN20210_c3_g1_i1	
P3503_106_TRINITY_DN34718_c0_g1_i1	Q5THJ4
P3503_130_TRINITY_DN18004_c0_g1_i1	P14790
P3503_106_TRINITY_DN21762_c1_g4_i1	
P3503_125_TRINITY_DN16613_c0_g1_i1	
P3503_120_TRINITY_DN21604_c0_g1_i1	
P3503_129_TRINITY_DN21829_c0_g3_i1	
P3503_109_TRINITY_DN19829_c3_g2_i1	
P3503_114_TRINITY_DN15638_c1_g1_i1	
P3503_125_TRINITY_DN14266_c0_g1_i1	
P3503_117_TRINITY_DN20689_c4_g1_i17	P32759
P3503_117_TRINITY_DN20689_c4_g1_i11	O54760
P3503_117_TRINITY_DN20689_c4_g1_i13	O54763
P3503_117_TRINITY_DN20624_c4_g1_i3	Q7RTR2
P3503_102_TRINITY_DN19887_c4_g4_i2	Q01134
P3503_102_TRINITY_DN19887_c4_g4_i1	Q01134
P3503_132_TRINITY_DN27295_c0_g1_i1	O42280
P3503_114_TRINITY_DN18398_c0_g3_i1	P61972
P3503_114_TRINITY_DN6466_c0_g1_i1	P58366
P3503_111_TRINITY_DN21543_c0_g1_i1	
P3503_133_TRINITY_DN32246_c0_g1_i1	Q6P1E1
P3503_129_TRINITY_DN17846_c0_g1_i1	Q5RE11
P3503_119_TRINITY_DN11895_c1_g1_i1	
P3503_103_TRINITY_DN35454_c0_g1_i1	
P3503_105_TRINITY_DN18439_c1_g6_i9	Q92090
P3503_119_TRINITY_DN23073_c1_g1_i1	P36510
P3503_103_TRINITY_DN33622_c0_g1_i1	
P3503_113_TRINITY_DN21091_c0_g3_i10	Q03591
P3503_119_TRINITY_DN5989_c0_g1_i1	O43295
P3503_115_TRINITY_DN31254_c0_g1_i1	Q9P2E3
P3503_133_TRINITY_DN24751_c0_g1_i1	
P3503_114_TRINITY_DN21706_c2_g1_i11	Q8AV84
P3503_119_TRINITY_DN19079_c0_g2_i1	
P3503_121_TRINITY_DN15318_c0_g1_i1	Q5R9C7
P3503_131_TRINITY_DN20617_c2_g2_i2	Q9Y3C5
P3503_109_TRINITY_DN9853_c0_g1_i1	
P3503_132_TRINITY_DN27565_c0_g1_i1	
P3503_108_TRINITY_DN19982_c0_g1_i1	Q9JM13
P3503_108_TRINITY_DN3976_c0_g1_i1	Q9UM54
P3503_108_TRINITY_DN23895_c0_g1_i1	Q9H5Y7
P3503_125_TRINITY_DN39582_c0_g1_i1	
P3503_129_TRINITY_DN34511_c0_g1_i1	
P3503_125_TRINITY_DN25831_c0_g1_i1	
P3503_105_TRINITY_DN18191_c0_g3_i5	Q86W24
P3503_118_TRINITY_DN688_c0_g2_i1	O94829
P3503_101_TRINITY_DN20736_c0_g2_i3	Q8BZ20
P3503_109_TRINITY_DN20575_c9_g1_i2	
P3503_123_TRINITY_DN14849_c0_g1_i1	Q6DKE2
P3503_130_TRINITY_DN3019_c0_g2_i1	
P3503_114_TRINITY_DN21396_c2_g3_i2	
P3503_129_TRINITY_DN22059_c2_g4_i1	
P3503_114_TRINITY_DN21486_c2_g1_i3	A1A5H6
P3503_114_TRINITY_DN2966_c0_g1_i1	
P3503_125_TRINITY_DN4194_c1_g1_i1	Q9ESM0
P3503_117_TRINITY_DN20680_c2_g9_i1	
P3503_129_TRINITY_DN39094_c0_g1_i1	
P3503_119_TRINITY_DN23120_c2_g1_i10	Q8ND71
P3503_119_TRINITY_DN23752_c0_g1_i1	O15550
P3503_111_TRINITY_DN15953_c0_g1_i1	Q9D5V6
P3503_129_TRINITY_DN22097_c0_g3_i1	
P3503_113_TRINITY_DN10899_c0_g1_i1	
P3503_120_TRINITY_DN32971_c0_g1_i1	Q12830
P3503_131_TRINITY_DN26747_c0_g1_i1	Q3YWU1
P3503_106_TRINITY_DN17871_c1_g1_i1	
P3503_113_TRINITY_DN30609_c0_g1_i1	
P3503_111_TRINITY_DN23145_c3_g10_i2	Q6IQ85
P3503_115_TRINITY_DN22361_c0_g1_i1	
P3503_125_TRINITY_DN20171_c0_g1_i1	Q9NR61
P3503_129_TRINITY_DN22336_c3_g1_i1	
P3503_111_TRINITY_DN17723_c0_g1_i1	Q5T6F2
P3503_125_TRINITY_DN22204_c6_g1_i2	
P3503_114_TRINITY_DN15675_c0_g2_i1	Q14746
P3503_108_TRINITY_DN19807_c5_g2_i3	
P3503_102_TRINITY_DN19392_c5_g2_i3	Q6PHG2
P3503_121_TRINITY_DN20147_c0_g1_i1	Q6X9Z5
P3503_120_TRINITY_DN21056_c0_g1_i1	
P3503_129_TRINITY_DN28207_c0_g1_i1	
P3503_108_TRINITY_DN19576_c8_g4_i1	Q9V0D5
P3503_132_TRINITY_DN16026_c0_g1_i1	
P3503_129_TRINITY_DN17842_c0_g1_i1	P16039
P3503_102_TRINITY_DN33420_c0_g1_i1	
P3503_130_TRINITY_DN21381_c0_g1_i1	J7FQE8
P3503_132_TRINITY_DN975_c0_g1_i1	
P3503_123_TRINITY_DN23286_c0_g1_i1	O60293
P3503_129_TRINITY_DN22340_c1_g8_i1	
P3503_131_TRINITY_DN37811_c0_g1_i1	
P3503_108_TRINITY_DN30879_c0_g1_i1	
P3503_133_TRINITY_DN13933_c0_g1_i1	
P3503_123_TRINITY_DN33492_c0_g1_i1	
P3503_115_TRINITY_DN29572_c0_g1_i1	
P3503_132_TRINITY_DN31488_c0_g1_i1	P57071
P3503_114_TRINITY_DN18268_c1_g1_i1	
P3503_121_TRINITY_DN26656_c0_g1_i1	
P3503_132_TRINITY_DN21168_c1_g1_i1	O60318
P3503_125_TRINITY_DN20499_c0_g1_i1	Q9NQZ5
P3503_119_TRINITY_DN35220_c0_g1_i1	
P3503_109_TRINITY_DN20478_c1_g1_i2	P23743
P3503_115_TRINITY_DN25219_c0_g1_i1	
P3503_106_TRINITY_DN18969_c0_g1_i1	Q5R6T1
P3503_118_TRINITY_DN28882_c0_g1_i1	
P3503_115_TRINITY_DN14598_c0_g2_i1	P61268
P3503_120_TRINITY_DN13632_c0_g1_i1	
P3503_125_TRINITY_DN23888_c0_g1_i1	Q8BH07
P3503_125_TRINITY_DN25833_c0_g1_i1	P41183
P3503_125_TRINITY_DN21191_c0_g1_i1	Q6DBQ8
P3503_106_TRINITY_DN6023_c0_g1_i1	
P3503_105_TRINITY_DN19107_c0_g1_i1	Q6NYK3
P3503_123_TRINITY_DN20032_c0_g1_i1	P62257
P3503_111_TRINITY_DN20216_c0_g1_i1	Q6NSZ9
P3503_111_TRINITY_DN31297_c0_g1_i1	
P3503_129_TRINITY_DN37458_c0_g1_i1	
P3503_125_TRINITY_DN21124_c3_g1_i1	Q5RDB5
P3503_123_TRINITY_DN22397_c12_g3_i1	
P3503_115_TRINITY_DN30125_c0_g1_i1	
P3503_114_TRINITY_DN37512_c0_g1_i1	
P3503_114_TRINITY_DN12511_c0_g1_i1	
P3503_132_TRINITY_DN12412_c0_g2_i1	Q69ZZ6
P3503_121_TRINITY_DN17074_c1_g1_i1	
P3503_102_TRINITY_DN25105_c0_g1_i1	
P3503_120_TRINITY_DN12145_c1_g1_i1	Q8TEP8
P3503_108_TRINITY_DN14996_c2_g1_i1	
P3503_121_TRINITY_DN30387_c0_g1_i1	P70453
P3503_105_TRINITY_DN18383_c4_g4_i6	
P3503_117_TRINITY_DN18348_c0_g1_i2	Q9DGD9
P3503_115_TRINITY_DN22573_c0_g1_i1	
P3503_106_TRINITY_DN21719_c3_g1_i13	
P3503_106_TRINITY_DN21719_c3_g1_i10	Q6DCP1
P3503_129_TRINITY_DN20912_c0_g1_i2	Q9Y5B6
P3503_125_TRINITY_DN3684_c0_g1_i1	Q92624
P3503_111_TRINITY_DN8343_c0_g2_i1	Q9PUB8
P3503_115_TRINITY_DN24365_c0_g1_i1	Q9NP71
P3503_106_TRINITY_DN21901_c4_g3_i1	
P3503_109_TRINITY_DN12565_c0_g1_i1	Q09073
P3503_118_TRINITY_DN29398_c0_g1_i1	Q7Z465
P3503_109_TRINITY_DN32495_c0_g1_i1	Q96L14
P3503_102_TRINITY_DN19818_c5_g19_i8	
P3503_119_TRINITY_DN13573_c1_g1_i1	
P3503_109_TRINITY_DN18604_c0_g3_i1	
P3503_118_TRINITY_DN20180_c0_g1_i1	Q9Z2Y9
P3503_114_TRINITY_DN2792_c1_g1_i1	Q3MQ24
P3503_119_TRINITY_DN15407_c0_g1_i1	
P3503_129_TRINITY_DN20573_c0_g1_i2	Q8CJF9
P3503_118_TRINITY_DN9547_c0_g1_i1	
P3503_115_TRINITY_DN32128_c0_g1_i1	
P3503_120_TRINITY_DN13520_c1_g1_i1	Q804S2
P3503_105_TRINITY_DN18455_c2_g7_i5	
P3503_125_TRINITY_DN4147_c0_g1_i1	
P3503_123_TRINITY_DN27256_c0_g1_i1	Q5RB23
P3503_118_TRINITY_DN14553_c0_g1_i1	
P3503_132_TRINITY_DN22278_c0_g2_i1	J7FQE8
P3503_118_TRINITY_DN20714_c0_g4_i1	Q9I9E0
P3503_102_TRINITY_DN19397_c0_g1_i2	Q32LQ4
P3503_118_TRINITY_DN20714_c0_g4_i2	Q9I9E0
P3503_132_TRINITY_DN10621_c0_g2_i1	Q4KL13
P3503_119_TRINITY_DN29251_c0_g1_i1	A5PF48
P3503_103_TRINITY_DN34470_c0_g1_i1	
P3503_123_TRINITY_DN371_c0_g1_i1	
P3503_114_TRINITY_DN37496_c0_g1_i1	
P3503_101_TRINITY_DN13214_c1_g1_i1	Q2KJ44
P3503_119_TRINITY_DN18431_c0_g1_i2	Q6DFC8
P3503_101_TRINITY_DN20905_c5_g10_i1	
P3503_117_TRINITY_DN20531_c0_g2_i1	P79896
P3503_121_TRINITY_DN19040_c0_g1_i1	
P3503_118_TRINITY_DN35238_c0_g1_i1	Q6NT76
P3503_132_TRINITY_DN23067_c0_g2_i2	Q8BR93
P3503_105_TRINITY_DN18040_c0_g1_i1	
P3503_129_TRINITY_DN36714_c0_g1_i1	
P3503_121_TRINITY_DN36824_c0_g1_i1	Q15303
P3503_129_TRINITY_DN10889_c0_g1_i1	
P3503_101_TRINITY_DN33809_c0_g1_i1	
P3503_133_TRINITY_DN23816_c0_g1_i1	
P3503_101_TRINITY_DN20909_c2_g9_i3	
P3503_118_TRINITY_DN22389_c0_g2_i1	
P3503_120_TRINITY_DN21387_c5_g3_i4	
P3503_101_TRINITY_DN20909_c2_g9_i6	
P3503_118_TRINITY_DN22111_c4_g2_i1	
P3503_101_TRINITY_DN20909_c2_g9_i5	
P3503_120_TRINITY_DN33777_c0_g1_i1	
P3503_119_TRINITY_DN29853_c0_g1_i1	
P3503_108_TRINITY_DN33583_c0_g1_i1	
P3503_123_TRINITY_DN36053_c0_g1_i1	P51511
P3503_132_TRINITY_DN37740_c0_g1_i1	
P3503_114_TRINITY_DN11884_c0_g1_i1	A1A4I4
P3503_115_TRINITY_DN14043_c0_g1_i1	
P3503_119_TRINITY_DN18967_c0_g1_i1	Q9Y2G8
P3503_102_TRINITY_DN9860_c0_g1_i1	
P3503_123_TRINITY_DN10874_c0_g1_i1	E7EXT2
P3503_106_TRINITY_DN38231_c0_g1_i1	
P3503_101_TRINITY_DN20005_c1_g1_i1	P58312
P3503_108_TRINITY_DN16223_c0_g1_i1	Q9EPQ8
P3503_121_TRINITY_DN18468_c0_g1_i1	
P3503_106_TRINITY_DN21283_c2_g1_i1	
P3503_108_TRINITY_DN27405_c0_g1_i1	A6X8Z5
P3503_129_TRINITY_DN27140_c0_g1_i1	Q80T85
P3503_123_TRINITY_DN20287_c1_g1_i1	
P3503_111_TRINITY_DN30940_c0_g1_i1	P0C0T1
P3503_118_TRINITY_DN20633_c1_g1_i1	Q96RN5
P3503_129_TRINITY_DN30661_c0_g1_i1	
P3503_120_TRINITY_DN21371_c5_g6_i1	
P3503_108_TRINITY_DN11742_c0_g1_i1	
P3503_114_TRINITY_DN37305_c0_g1_i1	
P3503_132_TRINITY_DN3180_c0_g1_i1	Q8R054
P3503_125_TRINITY_DN28110_c0_g1_i1	
P3503_129_TRINITY_DN22326_c0_g1_i1	
P3503_123_TRINITY_DN4581_c0_g1_i1	A2AV37
P3503_105_TRINITY_DN24732_c0_g1_i1	Q08BM8
P3503_119_TRINITY_DN37853_c0_g1_i1	Q9H422
P3503_120_TRINITY_DN15320_c2_g1_i1	
P3503_130_TRINITY_DN6951_c0_g1_i1	
P3503_106_TRINITY_DN17206_c0_g1_i1	P42336
P3503_125_TRINITY_DN10432_c0_g1_i1	Q9DEY9
P3503_114_TRINITY_DN21716_c4_g7_i1	
P3503_115_TRINITY_DN38668_c0_g1_i1	
P3503_111_TRINITY_DN380_c0_g1_i1	
P3503_103_TRINITY_DN27214_c0_g1_i1	Q96L58
P3503_115_TRINITY_DN27972_c0_g1_i1	E7FDE0
P3503_129_TRINITY_DN17590_c0_g1_i1	Q86XR8
P3503_133_TRINITY_DN23155_c2_g5_i1	
P3503_105_TRINITY_DN7238_c0_g2_i1	O00115
P3503_111_TRINITY_DN14278_c0_g1_i1	
P3503_111_TRINITY_DN6749_c0_g1_i1	Q8BLI0
P3503_108_TRINITY_DN12796_c1_g1_i1	Q96JM7
P3503_109_TRINITY_DN20727_c2_g4_i10	
P3503_114_TRINITY_DN20816_c0_g2_i6	
P3503_114_TRINITY_DN17013_c0_g1_i1	Q703I1
P3503_108_TRINITY_DN17772_c1_g1_i1	
P3503_125_TRINITY_DN10615_c0_g1_i1	Q96ME1
P3503_125_TRINITY_DN39198_c0_g1_i1	
P3503_131_TRINITY_DN13249_c1_g1_i1	
P3503_132_TRINITY_DN17277_c0_g1_i1	O14682
P3503_120_TRINITY_DN32714_c0_g1_i1	
P3503_133_TRINITY_DN25074_c0_g1_i1	
P3503_131_TRINITY_DN13857_c0_g1_i1	
P3503_114_TRINITY_DN13670_c2_g1_i1	A9JRE2
P3503_108_TRINITY_DN630_c0_g1_i1	
P3503_106_TRINITY_DN36138_c0_g1_i1	Q6PCX9
P3503_118_TRINITY_DN22034_c1_g1_i2	
P3503_125_TRINITY_DN35488_c0_g1_i1	Q9WVR8
P3503_109_TRINITY_DN7634_c0_g1_i1	Q8IY92
P3503_102_TRINITY_DN17373_c0_g1_i1	
P3503_129_TRINITY_DN33758_c0_g1_i1	Q5U4U4
P3503_131_TRINITY_DN27230_c0_g1_i1	P04275
P3503_118_TRINITY_DN20287_c0_g1_i1	Q03385
P3503_123_TRINITY_DN34016_c0_g1_i1	
P3503_130_TRINITY_DN22264_c0_g4_i12	Q9QZS5
P3503_115_TRINITY_DN21105_c0_g5_i1	P08548
P3503_115_TRINITY_DN21105_c0_g5_i3	P08548
P3503_119_TRINITY_DN11391_c0_g1_i1	
P3503_118_TRINITY_DN2613_c0_g1_i1	
P3503_109_TRINITY_DN10951_c0_g1_i1	Q62009
P3503_121_TRINITY_DN15665_c0_g1_i1	Q567B1
P3503_120_TRINITY_DN29280_c0_g1_i1	
P3503_119_TRINITY_DN19029_c0_g1_i2	Q7SZE8
P3503_119_TRINITY_DN24502_c0_g1_i1	
P3503_108_TRINITY_DN18908_c0_g1_i1	
P3503_130_TRINITY_DN22264_c0_g4_i16	Q9QZS5
P3503_101_TRINITY_DN29758_c0_g1_i1	
P3503_123_TRINITY_DN32055_c0_g1_i1	Q9UJF2
P3503_108_TRINITY_DN2951_c0_g1_i1	Q0D2A9
P3503_125_TRINITY_DN20102_c0_g1_i1	Q63627
P3503_130_TRINITY_DN17592_c0_g1_i1	
P3503_120_TRINITY_DN19348_c0_g1_i1	
P3503_121_TRINITY_DN29264_c0_g1_i1	
P3503_103_TRINITY_DN35640_c0_g1_i1	
P3503_105_TRINITY_DN18275_c2_g9_i1	
P3503_119_TRINITY_DN18610_c0_g1_i1	Q90ZY6
P3503_119_TRINITY_DN16289_c0_g1_i2	Q9JLU4
P3503_121_TRINITY_DN18419_c0_g1_i1	Q9P2K8
P3503_125_TRINITY_DN7419_c0_g1_i1	Q3U2J5
